drug_name,drug_id,disease_name,disease_id,gene_name,gene_id
o-desmethylvenlafaxine,CHEBI:83527,social phobia,MONDO:0001247,slc6a4,NCBIGene:6532
o-desmethylvenlafaxine,CHEBI:83527,social phobia,MONDO:0001247,slc6a3,NCBIGene:6531
venlafaxine,CHEBI:9943,social phobia,MONDO:0001247,slc6a2,NCBIGene:6530
venlafaxine,CHEBI:9943,social phobia,MONDO:0001247,slc6a4,NCBIGene:6532
venlafaxine,CHEBI:9943,social phobia,MONDO:0001247,slc6a3,NCBIGene:6531
fluvoxamine,CHEBI:5138,social phobia,MONDO:0001247,slc6a4,NCBIGene:6532
fluvoxamine,CHEBI:5138,social phobia,MONDO:0001247,slc6a3,NCBIGene:6531
fluvoxamine,CHEBI:5138,social phobia,MONDO:0001247,slc6a2,NCBIGene:6530
paroxetine,CHEBI:7936,social phobia,MONDO:0001247,slc6a4,NCBIGene:6532
paroxetine,CHEBI:7936,social phobia,MONDO:0001247,slc6a3,NCBIGene:6531
paroxetine,CHEBI:7936,social phobia,MONDO:0001247,slc6a2,NCBIGene:6530
fluocinolone,CHEBI:5108,choroiditis,MONDO:0001280,nr3c1,NCBIGene:2908
ceftriaxone,CHEBI:29007,streptococcal meningitis,MONDO:0001316,snca,NCBIGene:6622
bimatoprost,CHEBI:51230,hypertrichosis of eyelid,MONDO:0001334,ptgfr,NCBIGene:5737
dyphylline,CHEBI:4728,bronchial disorder,MONDO:0001358,pde4d,NCBIGene:5144
dyphylline,CHEBI:4728,bronchial disorder,MONDO:0001358,pde4c,NCBIGene:5143
dyphylline,CHEBI:4728,bronchial disorder,MONDO:0001358,pde4a,NCBIGene:5141
dyphylline,CHEBI:4728,bronchial disorder,MONDO:0001358,pde4b,NCBIGene:5142
(-)-ephedrine,CHEBI:15407,bronchial disorder,MONDO:0001358,adrb2,NCBIGene:154
theophylline,CHEBI:28177,bronchial disorder,MONDO:0001358,pde4c,NCBIGene:5143
theophylline,CHEBI:28177,bronchial disorder,MONDO:0001358,pde4a,NCBIGene:5141
theophylline,CHEBI:28177,bronchial disorder,MONDO:0001358,hdac2,NCBIGene:3066
theophylline,CHEBI:28177,bronchial disorder,MONDO:0001358,pde4d,NCBIGene:5144
theophylline,CHEBI:28177,bronchial disorder,MONDO:0001358,pde4b,NCBIGene:5142
albuterol,CHEBI:2549,bronchial disorder,MONDO:0001358,adrb2,NCBIGene:154
triamcinolone,CHEBI:9667,thyroiditis,MONDO:0004126,nr3c1,NCBIGene:2908
triamcinolone,CHEBI:9667,thyroiditis,MONDO:0004126,serpina6,NCBIGene:866
betamethasone,CHEBI:3077,thyroiditis,MONDO:0004126,nr3c1,NCBIGene:2908
prednisone,CHEBI:8382,thyroiditis,MONDO:0004126,nr3c1,NCBIGene:2908
6alpha-methylprednisolone,CHEBI:6888,thyroiditis,MONDO:0004126,nr3c1,NCBIGene:2908
hydrocortisone cypionate,CHEBI:5783,thyroiditis,MONDO:0004126,nr3c1,NCBIGene:2908
hydrocortisone cypionate,CHEBI:5783,thyroiditis,MONDO:0004126,shbg,NCBIGene:6462
hydrocortisone cypionate,CHEBI:5783,thyroiditis,MONDO:0004126,serpina6,NCBIGene:866
prednisolone,CHEBI:8378,thyroiditis,MONDO:0004126,nr3c1,NCBIGene:2908
prednisolone,CHEBI:8378,thyroiditis,MONDO:0004126,serpina6,NCBIGene:866
(s)-duloxetine,CHEBI:36795,female stress incontinence,MONDO:0004160,slc6a4,NCBIGene:6532
(s)-duloxetine,CHEBI:36795,female stress incontinence,MONDO:0004160,slc6a2,NCBIGene:6530
chlordiazepoxide,CHEBI:3611,peptic ulcer disease,MONDO:0004247,gabra3,NCBIGene:2556
chlordiazepoxide,CHEBI:3611,peptic ulcer disease,MONDO:0004247,gabrg2,NCBIGene:2566
chlordiazepoxide,CHEBI:3611,peptic ulcer disease,MONDO:0004247,gabra2,NCBIGene:2555
chlordiazepoxide,CHEBI:3611,peptic ulcer disease,MONDO:0004247,gabrb3,NCBIGene:2562
chlordiazepoxide,CHEBI:3611,peptic ulcer disease,MONDO:0004247,gabra1,NCBIGene:2554
chlordiazepoxide,CHEBI:3611,peptic ulcer disease,MONDO:0004247,gabrb2,NCBIGene:2561
chlordiazepoxide,CHEBI:3611,peptic ulcer disease,MONDO:0004247,gabra5,NCBIGene:2558
lansoprazole,CHEBI:6375,peptic ulcer disease,MONDO:0004247,atp4a,NCBIGene:495
lansoprazole,CHEBI:6375,peptic ulcer disease,MONDO:0004247,atp4b,NCBIGene:496
pirenzepine,CHEBI:8247,peptic ulcer disease,MONDO:0004247,chrm5,NCBIGene:1133
pirenzepine,CHEBI:8247,peptic ulcer disease,MONDO:0004247,chrm1,NCBIGene:1128
pirenzepine,CHEBI:8247,peptic ulcer disease,MONDO:0004247,chrm4,NCBIGene:1132
pirenzepine,CHEBI:8247,peptic ulcer disease,MONDO:0004247,chrm2,NCBIGene:1129
pirenzepine,CHEBI:8247,peptic ulcer disease,MONDO:0004247,chrm3,NCBIGene:1131
pantoprazole,CHEBI:7915,peptic ulcer disease,MONDO:0004247,atp4a,NCBIGene:495
pantoprazole,CHEBI:7915,peptic ulcer disease,MONDO:0004247,atp4b,NCBIGene:496
rabeprazole,CHEBI:8768,peptic ulcer disease,MONDO:0004247,atp4a,NCBIGene:495
rabeprazole,CHEBI:8768,peptic ulcer disease,MONDO:0004247,atp4b,NCBIGene:496
nizatidine,CHEBI:7601,peptic ulcer disease,MONDO:0004247,hrh2,NCBIGene:3274
esomeprazole,CHEBI:50275,peptic ulcer disease,MONDO:0004247,atp4b,NCBIGene:496
esomeprazole,CHEBI:50275,peptic ulcer disease,MONDO:0004247,atp4a,NCBIGene:495
(2s)-3-hydroxy-2-phenylpropanoic acid [(5r)-8-methyl-8-azabicyclo[3.2.1]octan-3-yl] ester,CHEBI:91877,peptic ulcer disease,MONDO:0004247,chrm5,NCBIGene:1133
(2s)-3-hydroxy-2-phenylpropanoic acid [(5r)-8-methyl-8-azabicyclo[3.2.1]octan-3-yl] ester,CHEBI:91877,peptic ulcer disease,MONDO:0004247,chrm4,NCBIGene:1132
(2s)-3-hydroxy-2-phenylpropanoic acid [(5r)-8-methyl-8-azabicyclo[3.2.1]octan-3-yl] ester,CHEBI:91877,peptic ulcer disease,MONDO:0004247,chrm3,NCBIGene:1131
(2s)-3-hydroxy-2-phenylpropanoic acid [(5r)-8-methyl-8-azabicyclo[3.2.1]octan-3-yl] ester,CHEBI:91877,peptic ulcer disease,MONDO:0004247,chrm2,NCBIGene:1129
(2s)-3-hydroxy-2-phenylpropanoic acid [(5r)-8-methyl-8-azabicyclo[3.2.1]octan-3-yl] ester,CHEBI:91877,peptic ulcer disease,MONDO:0004247,chrm1,NCBIGene:1128
ceftriaxone,CHEBI:29007,acute gonococcal endometritis,MONDO:0004264,snca,NCBIGene:6622
ceftriaxone,CHEBI:29007,gonorrhea,MONDO:0004277,snca,NCBIGene:6622
diazoxide,CHEBI:4495,hyperinsulinism,MONDO:0002177,abcc8,NCBIGene:6833
diazoxide,CHEBI:4495,hyperinsulinism,MONDO:0002177,kcnj11,NCBIGene:3767
magnesium sulfate,PUBCHEM.COMPOUND:24083,constipation disorder,MONDO:0002203,cacna1s,NCBIGene:779
magnesium sulfate,PUBCHEM.COMPOUND:24083,constipation disorder,MONDO:0002203,cacna1c,NCBIGene:775
olaparib,CHEBI:83766,ovarian epithelial tumor,MONDO:0002229,parp2,NCBIGene:10038
olaparib,CHEBI:83766,ovarian epithelial tumor,MONDO:0002229,parp1,NCBIGene:142
olaparib,CHEBI:83766,ovarian epithelial tumor,MONDO:0002229,parp4,NCBIGene:143
olaparib,CHEBI:83766,ovarian epithelial tumor,MONDO:0002229,parp3,NCBIGene:10039
ranitidine,CHEBI:8776,dyspepsia,MONDO:0002268,hrh2,NCBIGene:3274
cimetidine,CHEBI:3699,dyspepsia,MONDO:0002268,hrh2,NCBIGene:3274
nizatidine,CHEBI:7601,dyspepsia,MONDO:0002268,hrh2,NCBIGene:3274
famotidine,CHEBI:4975,dyspepsia,MONDO:0002268,hrh2,NCBIGene:3274
fluvastatin,CHEBI:38561,arteriosclerosis disorder,MONDO:0002277,hmgcr,NCBIGene:3156
pravastatin,CHEBI:63618,arteriosclerosis disorder,MONDO:0002277,hmgcr,NCBIGene:3156
lovastatin,CHEBI:40303,arteriosclerosis disorder,MONDO:0002277,hmgcr,NCBIGene:3156
rosuvastatin,CHEBI:38545,arteriosclerosis disorder,MONDO:0002277,hmgcr,NCBIGene:3156
simvastatin,CHEBI:9150,arteriosclerosis disorder,MONDO:0002277,hmgcr,NCBIGene:3156
hydrocortisone cypionate,CHEBI:5783,blepharoconjunctivitis,MONDO:0002307,nr3c1,NCBIGene:2908
hydrocortisone cypionate,CHEBI:5783,blepharoconjunctivitis,MONDO:0002307,shbg,NCBIGene:6462
hydrocortisone cypionate,CHEBI:5783,blepharoconjunctivitis,MONDO:0002307,serpina6,NCBIGene:866
prednisolone,CHEBI:8378,blepharoconjunctivitis,MONDO:0002307,nr3c1,NCBIGene:2908
prednisolone,CHEBI:8378,blepharoconjunctivitis,MONDO:0002307,serpina6,NCBIGene:866
cromoglycic acid,CHEBI:59773,vernal conjunctivitis,MONDO:0002313,gpr35,NCBIGene:2859
cinnarizine,CHEBI:31403,central nervous system origin vertigo,MONDO:0002317,cacna1c,NCBIGene:775
cinnarizine,CHEBI:31403,central nervous system origin vertigo,MONDO:0002317,hrh1,NCBIGene:3269
cinnarizine,CHEBI:31403,central nervous system origin vertigo,MONDO:0002317,cacna1g,NCBIGene:8913
diphenidol,CHEBI:4638,central nervous system origin vertigo,MONDO:0002317,chrm2,NCBIGene:1129
diphenidol,CHEBI:4638,central nervous system origin vertigo,MONDO:0002317,chrm3,NCBIGene:1131
diphenidol,CHEBI:4638,central nervous system origin vertigo,MONDO:0002317,chrm1,NCBIGene:1128
everolimus,CHEBI:68478,sebaceous adenoma,MONDO:0002375,mtor,NCBIGene:2475
everolimus,CHEBI:68478,sebaceous adenoma,MONDO:0002375,fkbp1a,NCBIGene:2280
sirolimus,CHEBI:9168,sebaceous adenoma,MONDO:0002375,fkbp1a,NCBIGene:2280
sirolimus,CHEBI:9168,sebaceous adenoma,MONDO:0002375,eif4e,NCBIGene:1977
sirolimus,CHEBI:9168,sebaceous adenoma,MONDO:0002375,mtor,NCBIGene:2475
sirolimus,CHEBI:9168,sebaceous adenoma,MONDO:0002375,fkbp1b,NCBIGene:2281
sirolimus,CHEBI:9168,sebaceous adenoma,MONDO:0002375,fkbp5,NCBIGene:2289
salicylic acid,CHEBI:16914,synovitis,MONDO:0002400,ptgs1,NCBIGene:5742
salicylic acid,CHEBI:16914,synovitis,MONDO:0002400,ptgs2,NCBIGene:5743
indometacin,CHEBI:49662,synovitis,MONDO:0002400,cxcl8,NCBIGene:3576
indometacin,CHEBI:49662,synovitis,MONDO:0002400,ptgs1,NCBIGene:5742
indometacin,CHEBI:49662,synovitis,MONDO:0002400,ptgs2,NCBIGene:5743
indometacin,CHEBI:49662,synovitis,MONDO:0002400,akr1c3,NCBIGene:8644
betamethasone,CHEBI:3077,synovitis,MONDO:0002400,ptgs2,NCBIGene:5743
betamethasone,CHEBI:3077,synovitis,MONDO:0002400,nr3c1,NCBIGene:2908
6alpha-methylprednisolone,CHEBI:6888,synovitis,MONDO:0002400,nr3c1,NCBIGene:2908
triamcinolone,CHEBI:9667,synovitis,MONDO:0002400,nr3c1,NCBIGene:2908
triamcinolone,CHEBI:9667,synovitis,MONDO:0002400,ptgs2,NCBIGene:5743
triamcinolone,CHEBI:9667,synovitis,MONDO:0002400,serpina6,NCBIGene:866
hydrocortisone cypionate,CHEBI:5783,synovitis,MONDO:0002400,nr3c1,NCBIGene:2908
hydrocortisone cypionate,CHEBI:5783,synovitis,MONDO:0002400,shbg,NCBIGene:6462
hydrocortisone cypionate,CHEBI:5783,synovitis,MONDO:0002400,serpina6,NCBIGene:866
prednisolone,CHEBI:8378,synovitis,MONDO:0002400,nr3c1,NCBIGene:2908
prednisolone,CHEBI:8378,synovitis,MONDO:0002400,serpina6,NCBIGene:866
lidocaine,CHEBI:6456,dermatitis,MONDO:0002406,egfr,NCBIGene:1956
clobetasol propionate,CHEBI:31414,dermatitis,MONDO:0002406,nr3c1,NCBIGene:2908
hydrocortisone cypionate,CHEBI:5783,dermatitis,MONDO:0002406,nr3c1,NCBIGene:2908
tandospirone,CHEBI:145673,bruxism,MONDO:0002443,htr1a,NCBIGene:3350
tandospirone,CHEBI:145673,bruxism,MONDO:0002443,drd4,NCBIGene:1815
progesterone,CHEBI:17026,endometrial carcinoma,MONDO:0002447,pgr,NCBIGene:5241
progesterone,CHEBI:17026,endometrial carcinoma,MONDO:0002447,shbg,NCBIGene:6462
progesterone,CHEBI:17026,endometrial carcinoma,MONDO:0002447,esr1,NCBIGene:2099
progesterone,CHEBI:17026,endometrial carcinoma,MONDO:0002447,serpina6,NCBIGene:866
paclitaxel,CHEBI:45863,endometrial carcinoma,MONDO:0002447,cyp19a1,NCBIGene:1588
tamoxifen,CHEBI:41774,endometrial carcinoma,MONDO:0002447,esr2,NCBIGene:2100
tamoxifen,CHEBI:41774,endometrial carcinoma,MONDO:0002447,cyp19a1,NCBIGene:1588
tamoxifen,CHEBI:41774,endometrial carcinoma,MONDO:0002447,esr1,NCBIGene:2099
megestrol,CHEBI:6722,endometrial carcinoma,MONDO:0002447,pgr,NCBIGene:5241
lenvatinib,CHEBI:85994,endometrial carcinoma,MONDO:0002447,kdr,NCBIGene:3791
lenvatinib,CHEBI:85994,endometrial carcinoma,MONDO:0002447,ripk2,NCBIGene:8767
lenvatinib,CHEBI:85994,endometrial carcinoma,MONDO:0002447,ret,NCBIGene:5979
medroxyprogesterone,CHEBI:6715,endometrial carcinoma,MONDO:0002447,akr1c3,NCBIGene:8644
medroxyprogesterone,CHEBI:6715,endometrial carcinoma,MONDO:0002447,shbg,NCBIGene:6462
medroxyprogesterone,CHEBI:6715,endometrial carcinoma,MONDO:0002447,pgr,NCBIGene:5241
medroxyprogesterone,CHEBI:6715,endometrial carcinoma,MONDO:0002447,esr1,NCBIGene:2099
triamcinolone,CHEBI:9667,bursitis,MONDO:0002471,nr3c1,NCBIGene:2908
triamcinolone,CHEBI:9667,bursitis,MONDO:0002471,ptgs2,NCBIGene:5743
triamcinolone,CHEBI:9667,bursitis,MONDO:0002471,serpina6,NCBIGene:866
sulindac,CHEBI:9352,bursitis,MONDO:0002471,ptgs1,NCBIGene:5742
sulindac,CHEBI:9352,bursitis,MONDO:0002471,ptgs2,NCBIGene:5743
etodolac,CHEBI:4909,bursitis,MONDO:0002471,ptgs1,NCBIGene:5742
etodolac,CHEBI:4909,bursitis,MONDO:0002471,ptgs2,NCBIGene:5743
prednisolone,CHEBI:8378,bursitis,MONDO:0002471,nr3c1,NCBIGene:2908
prednisolone,CHEBI:8378,bursitis,MONDO:0002471,serpina6,NCBIGene:866
naproxen,CHEBI:7476,bursitis,MONDO:0002471,ptgs1,NCBIGene:5742
naproxen,CHEBI:7476,bursitis,MONDO:0002471,akr1c3,NCBIGene:8644
naproxen,CHEBI:7476,bursitis,MONDO:0002471,ptgs2,NCBIGene:5743
indometacin,CHEBI:49662,bursitis,MONDO:0002471,cxcl8,NCBIGene:3576
indometacin,CHEBI:49662,bursitis,MONDO:0002471,ptgs1,NCBIGene:5742
indometacin,CHEBI:49662,bursitis,MONDO:0002471,ptgs2,NCBIGene:5743
indometacin,CHEBI:49662,bursitis,MONDO:0002471,akr1c3,NCBIGene:8644
diclofenac,CHEBI:47381,bursitis,MONDO:0002471,ptgs2,NCBIGene:5743
diclofenac,CHEBI:47381,bursitis,MONDO:0002471,ptgs1,NCBIGene:5742
diclofenac,CHEBI:47381,bursitis,MONDO:0002471,cxcl8,NCBIGene:3576
hydrocortisone cypionate,CHEBI:5783,bursitis,MONDO:0002471,nr3c1,NCBIGene:2908
hydrocortisone cypionate,CHEBI:5783,bursitis,MONDO:0002471,shbg,NCBIGene:6462
hydrocortisone cypionate,CHEBI:5783,bursitis,MONDO:0002471,serpina6,NCBIGene:866
betamethasone,CHEBI:3077,bursitis,MONDO:0002471,ptgs2,NCBIGene:5743
betamethasone,CHEBI:3077,bursitis,MONDO:0002471,nr3c1,NCBIGene:2908
6alpha-methylprednisolone,CHEBI:6888,bursitis,MONDO:0002471,nr3c1,NCBIGene:2908
carmustine,CHEBI:3423,brain glioblastoma,MONDO:0002501,gsr,NCBIGene:2936
chlorhexidine,CHEBI:3614,gingivitis,MONDO:0002508,slc47a1,NCBIGene:55244
chlorhexidine,CHEBI:3614,gingivitis,MONDO:0002508,slc22a1,NCBIGene:6580
chlorhexidine,CHEBI:3614,gingivitis,MONDO:0002508,slc47a2,NCBIGene:146802
chlorhexidine,CHEBI:3614,gingivitis,MONDO:0002508,slc22a3,NCBIGene:6581
chlorhexidine,CHEBI:3614,gingivitis,MONDO:0002508,slc22a2,NCBIGene:6582
pexidartinib,CHEBI:145373,tenosynovial giant cell tumor,MONDO:0002522,prkcq,NCBIGene:5588
betamethasone,CHEBI:3077,aspiration pneumonitis,MONDO:0002572,nr3c1,NCBIGene:2908
hydrocortisone cypionate,CHEBI:5783,aspiration pneumonitis,MONDO:0002572,nr3c1,NCBIGene:2908
hydrocortisone cypionate,CHEBI:5783,aspiration pneumonitis,MONDO:0002572,shbg,NCBIGene:6462
hydrocortisone cypionate,CHEBI:5783,aspiration pneumonitis,MONDO:0002572,serpina6,NCBIGene:866
triamcinolone,CHEBI:9667,aspiration pneumonitis,MONDO:0002572,nr3c1,NCBIGene:2908
triamcinolone,CHEBI:9667,aspiration pneumonitis,MONDO:0002572,serpina6,NCBIGene:866
6alpha-methylprednisolone,CHEBI:6888,aspiration pneumonitis,MONDO:0002572,nr3c1,NCBIGene:2908
prednisolone,CHEBI:8378,aspiration pneumonitis,MONDO:0002572,nr3c1,NCBIGene:2908
prednisolone,CHEBI:8378,aspiration pneumonitis,MONDO:0002572,serpina6,NCBIGene:866
ifosfamide,CHEBI:5864,bone osteosarcoma,MONDO:0002629,cyp3a4,NCBIGene:1576
4'-epidoxorubicin,CHEBI:47898,bone osteosarcoma,MONDO:0002629,top2a,NCBIGene:7153
etoposide,CHEBI:4911,bone osteosarcoma,MONDO:0002629,gstp1,NCBIGene:2950
etoposide,CHEBI:4911,bone osteosarcoma,MONDO:0002629,top2a,NCBIGene:7153
etoposide,CHEBI:4911,bone osteosarcoma,MONDO:0002629,cyp3a4,NCBIGene:1576
floxuridine,CHEBI:60761,liver cancer,MONDO:0002691,tyms,NCBIGene:7298
prednisolone,CHEBI:8378,pulmonary fibrosis,MONDO:0002771,nr3c1,NCBIGene:2908
prednisolone,CHEBI:8378,pulmonary fibrosis,MONDO:0002771,serpina6,NCBIGene:866
butenafine,CHEBI:3238,dermatophytosis of groin and perianal area,MONDO:0001405,sqle,NCBIGene:6713
betamethasone,CHEBI:3077,dermatophytosis of groin and perianal area,MONDO:0001405,nr3c1,NCBIGene:2908
clotrimazole,CHEBI:3764,dermatophytosis of groin and perianal area,MONDO:0001405,cyp11b1,NCBIGene:1584
clotrimazole,CHEBI:3764,dermatophytosis of groin and perianal area,MONDO:0001405,cyp17a1,NCBIGene:1586
clotrimazole,CHEBI:3764,dermatophytosis of groin and perianal area,MONDO:0001405,cyp51a1,NCBIGene:1595
clotrimazole,CHEBI:3764,dermatophytosis of groin and perianal area,MONDO:0001405,kcnn4,NCBIGene:3783
hydrocortisone cypionate,CHEBI:5783,dermatophytosis of groin and perianal area,MONDO:0001405,cyp11b2,NCBIGene:1585
hydrocortisone cypionate,CHEBI:5783,dermatophytosis of groin and perianal area,MONDO:0001405,nr3c1,NCBIGene:2908
hydrocortisone cypionate,CHEBI:5783,dermatophytosis of groin and perianal area,MONDO:0001405,cyp11b1,NCBIGene:1584
hydrocortisone cypionate,CHEBI:5783,dermatophytosis of groin and perianal area,MONDO:0001405,shbg,NCBIGene:6462
hydrocortisone cypionate,CHEBI:5783,dermatophytosis of groin and perianal area,MONDO:0001405,serpina6,NCBIGene:866
miconazole,CHEBI:6923,dermatophytosis of groin and perianal area,MONDO:0001405,cyp51a1,NCBIGene:1595
miconazole,CHEBI:6923,dermatophytosis of groin and perianal area,MONDO:0001405,kcnn4,NCBIGene:3783
miconazole,CHEBI:6923,dermatophytosis of groin and perianal area,MONDO:0001405,cyp17a1,NCBIGene:1586
miconazole,CHEBI:6923,dermatophytosis of groin and perianal area,MONDO:0001405,cyp11b1,NCBIGene:1584
17beta-estradiol,CHEBI:16469,postmenopausal atrophic vaginitis,MONDO:0001410,esr1,NCBIGene:2099
17beta-estradiol,CHEBI:16469,postmenopausal atrophic vaginitis,MONDO:0001410,esr2,NCBIGene:2100
17alpha-ethynylestradiol,CHEBI:4903,postmenopausal atrophic vaginitis,MONDO:0001410,esr2,NCBIGene:2100
17alpha-ethynylestradiol,CHEBI:4903,postmenopausal atrophic vaginitis,MONDO:0001410,esr1,NCBIGene:2099
medroxyprogesterone,CHEBI:6715,postmenopausal atrophic vaginitis,MONDO:0001410,pgr,NCBIGene:5241
medroxyprogesterone,CHEBI:6715,postmenopausal atrophic vaginitis,MONDO:0001410,esr1,NCBIGene:2099
quinestrol,CHEBI:8716,postmenopausal atrophic vaginitis,MONDO:0001410,esr1,NCBIGene:2099
norgestimate,CHEBI:50815,postmenopausal atrophic vaginitis,MONDO:0001410,esr1,NCBIGene:2099
norgestimate,CHEBI:50815,postmenopausal atrophic vaginitis,MONDO:0001410,pgr,NCBIGene:5241
drospirenone,CHEBI:50838,postmenopausal atrophic vaginitis,MONDO:0001410,pgr,NCBIGene:5241
norethisterone,CHEBI:7627,postmenopausal atrophic vaginitis,MONDO:0001410,pgr,NCBIGene:5241
progesterone,CHEBI:17026,postmenopausal atrophic vaginitis,MONDO:0001410,pgr,NCBIGene:5241
progesterone,CHEBI:17026,postmenopausal atrophic vaginitis,MONDO:0001410,esr1,NCBIGene:2099
butenafine,CHEBI:3238,tinea corporis,MONDO:0001461,sqle,NCBIGene:6713
hydrocortisone cypionate,CHEBI:5783,tinea corporis,MONDO:0001461,cyp11b2,NCBIGene:1585
hydrocortisone cypionate,CHEBI:5783,tinea corporis,MONDO:0001461,nr3c1,NCBIGene:2908
hydrocortisone cypionate,CHEBI:5783,tinea corporis,MONDO:0001461,cyp11b1,NCBIGene:1584
hydrocortisone cypionate,CHEBI:5783,tinea corporis,MONDO:0001461,shbg,NCBIGene:6462
hydrocortisone cypionate,CHEBI:5783,tinea corporis,MONDO:0001461,serpina6,NCBIGene:866
betamethasone,CHEBI:3077,tinea corporis,MONDO:0001461,nr3c1,NCBIGene:2908
clotrimazole,CHEBI:3764,tinea corporis,MONDO:0001461,cyp11b1,NCBIGene:1584
clotrimazole,CHEBI:3764,tinea corporis,MONDO:0001461,cyp17a1,NCBIGene:1586
clotrimazole,CHEBI:3764,tinea corporis,MONDO:0001461,cyp51a1,NCBIGene:1595
clotrimazole,CHEBI:3764,tinea corporis,MONDO:0001461,kcnn4,NCBIGene:3783
benzocaine,CHEBI:116735,tinea corporis,MONDO:0001461,scn11a,NCBIGene:11280
benzocaine,CHEBI:116735,tinea corporis,MONDO:0001461,scn5a,NCBIGene:6331
benzocaine,CHEBI:116735,tinea corporis,MONDO:0001461,scn10a,NCBIGene:6336
benzocaine,CHEBI:116735,tinea corporis,MONDO:0001461,scn9a,NCBIGene:6335
benzocaine,CHEBI:116735,tinea corporis,MONDO:0001461,scn3a,NCBIGene:6328
benzocaine,CHEBI:116735,tinea corporis,MONDO:0001461,scn7a,NCBIGene:6332
benzocaine,CHEBI:116735,tinea corporis,MONDO:0001461,scn2a,NCBIGene:6326
benzocaine,CHEBI:116735,tinea corporis,MONDO:0001461,scn8a,NCBIGene:6334
benzocaine,CHEBI:116735,tinea corporis,MONDO:0001461,scn1a,NCBIGene:6323
benzocaine,CHEBI:116735,tinea corporis,MONDO:0001461,scn4a,NCBIGene:6329
miconazole,CHEBI:6923,tinea corporis,MONDO:0001461,cyp51a1,NCBIGene:1595
miconazole,CHEBI:6923,tinea corporis,MONDO:0001461,kcnn4,NCBIGene:3783
miconazole,CHEBI:6923,tinea corporis,MONDO:0001461,cyp17a1,NCBIGene:1586
miconazole,CHEBI:6923,tinea corporis,MONDO:0001461,cyp11b1,NCBIGene:1584
loteprednol etabonate,CHEBI:31784,punctate epithelial keratoconjunctivitis,MONDO:0001466,nr3c1,NCBIGene:2908
etacrynic acid,CHEBI:4876,hypercalcemia disease,MONDO:0001566,slc12a1,NCBIGene:6557
bumetanide,CHEBI:3213,hypercalcemia disease,MONDO:0001566,slc12a1,NCBIGene:6557
furosemide,CHEBI:47426,hypercalcemia disease,MONDO:0001566,slc12a1,NCBIGene:6557
danazol,CHEBI:4315,gynecomastia disorder,MONDO:0001571,ar,NCBIGene:367
danazol,CHEBI:4315,gynecomastia disorder,MONDO:0001571,cyp19a1,NCBIGene:1588
danazol,CHEBI:4315,gynecomastia disorder,MONDO:0001571,gnrhr,NCBIGene:2798
ribavirin,CHEBI:63580,respiratory syncytial virus infectious disease,MONDO:0001577,impdh1,NCBIGene:3614
chloroquine,CHEBI:3638,plasmodium ovale malaria,MONDO:0001601,tlr9,NCBIGene:54106
chloroquine,CHEBI:3638,plasmodium ovale malaria,MONDO:0001601,tmem97,NCBIGene:27346
hydroxychloroquine,CHEBI:5801,plasmodium ovale malaria,MONDO:0001601,tlr7,NCBIGene:51284
hydroxychloroquine,CHEBI:5801,plasmodium ovale malaria,MONDO:0001601,tlr9,NCBIGene:54106
hydroxychloroquine,CHEBI:5801,plasmodium ovale malaria,MONDO:0001601,tmem97,NCBIGene:27346
vinpocetine,CHEBI:32297,dementia,MONDO:0001627,pde1a,NCBIGene:5136
carmustine,CHEBI:3423,brain cancer,MONDO:0001657,gsr,NCBIGene:2936
morphine,CHEBI:17303,diarrheal disease,MONDO:0001673,oprm1,NCBIGene:4988
morphine,CHEBI:17303,diarrheal disease,MONDO:0001673,cyp3a4,NCBIGene:1576
clonidine (imino form),CHEBI:3757,diarrheal disease,MONDO:0001673,cyp3a4,NCBIGene:1576
clonidine (imino form),CHEBI:3757,diarrheal disease,MONDO:0001673,slc22a5,NCBIGene:6584
diphenoxylate,CHEBI:4639,diarrheal disease,MONDO:0001673,oprm1,NCBIGene:4988
difenoxin,CHEBI:4534,diarrheal disease,MONDO:0001673,oprm1,NCBIGene:4988
loperamide,CHEBI:6532,diarrheal disease,MONDO:0001673,cyp3a4,NCBIGene:1576
loperamide,CHEBI:6532,diarrheal disease,MONDO:0001673,cacna1a,NCBIGene:773
loperamide,CHEBI:6532,diarrheal disease,MONDO:0001673,oprm1,NCBIGene:4988
codeine,CHEBI:16714,diarrheal disease,MONDO:0001673,cyp3a4,NCBIGene:1576
codeine,CHEBI:16714,diarrheal disease,MONDO:0001673,oprm1,NCBIGene:4988
alfacalcidol,CHEBI:31186,hyperparathyroidism,MONDO:0001741,cyp27b1,NCBIGene:1594
alfacalcidol,CHEBI:31186,hyperparathyroidism,MONDO:0001741,vdr,NCBIGene:7421
diclofenamide,CHEBI:101085,angle-closure glaucoma,MONDO:0001744,ca12,NCBIGene:771
diclofenamide,CHEBI:101085,angle-closure glaucoma,MONDO:0001744,ca2,NCBIGene:760
diclofenamide,CHEBI:101085,angle-closure glaucoma,MONDO:0001744,ca7,NCBIGene:766
diclofenamide,CHEBI:101085,angle-closure glaucoma,MONDO:0001744,ca1,NCBIGene:759
diclofenamide,CHEBI:101085,angle-closure glaucoma,MONDO:0001744,ca14,NCBIGene:23632
diclofenamide,CHEBI:101085,angle-closure glaucoma,MONDO:0001744,ca4,NCBIGene:762
